id,order_number,customer_id,shipping_address_id,billing_address_id,status,subtotal,tax,shipping_cost,total,order_date
4455,ORD-0004455,1522,2136,2135,delivered,2388.6,167.2,0,2555.8,2024-01-08T19:40:56Z
4456,ORD-0004456,2652,3716,3716,shipped,1117.41,78.22,0,1195.63,2024-09-25T03:49:13Z
4457,ORD-0004457,2642,3704,3704,returned,3159.97,221.2,0,3381.17,2024-10-16T05:06:13Z
4458,ORD-0004458,588,817,817,delivered,3120.64,218.44,0,3339.08,2024-11-23T11:34:54Z
4459,ORD-0004459,59,80,81,delivered,482.76,33.79,0,516.55,2021-11-28T18:46:40Z
4460,ORD-0004460,2320,3245,3245,delivered,679.39,47.56,0,726.95,2024-06-16T08:18:17Z
4461,ORD-0004461,921,1276,1276,cancelled,3536.3,247.54,0,3783.84,2024-07-16T21:32:11Z
4462,ORD-0004462,2475,3470,3470,delivered,3259.5,228.17,0,3487.67,2024-10-04T08:30:23Z
4463,ORD-0004463,696,967,967,delivered,2236.63,156.56,0,2393.19,2022-07-22T12:07:22Z
4464,ORD-0004464,2101,2939,2939,delivered,2887.83,202.15,0,3089.98,2024-09-10T05:46:32Z
4465,ORD-0004465,37,50,50,processing,1861.77,130.32,0,1992.09,2022-09-09T06:21:11Z
4466,ORD-0004466,1725,2414,2414,processing,2136.97,149.59,0,2286.56,2024-06-05T02:34:20Z
4467,ORD-0004467,972,1353,1353,delivered,2273.97,159.18,0,2433.15,2023-07-25T06:48:16Z
4468,ORD-0004468,21,29,30,delivered,1685.2,117.96,0,1803.16,2023-01-23T02:41:04Z
4469,ORD-0004469,1649,2312,2312,delivered,941.34,65.89,0,1007.23,2024-12-16T16:17:45Z
4470,ORD-0004470,2084,2915,2916,delivered,176.04,12.32,0,188.36,2024-10-04T02:43:30Z
4471,ORD-0004471,2130,2981,2981,delivered,3554.57,248.82,0,3803.39,2024-09-22T11:28:35Z
4472,ORD-0004472,1,1,1,shipped,191.05,13.37,0,204.42,2022-11-29T11:55:55Z
4473,ORD-0004473,958,1333,1333,delivered,24.98,1.75,9.49,36.22,2024-07-18T15:37:52Z
4474,ORD-0004474,515,711,711,pending,2047.3,143.31,0,2190.61,2022-06-15T06:39:45Z
4475,ORD-0004475,63,85,85,delivered,4135.01,289.45,0,4424.46,2023-01-23T02:42:01Z
4476,ORD-0004476,59,81,81,delivered,3612.6,252.88,0,3865.48,2023-05-07T18:13:26Z
4477,ORD-0004477,705,977,977,delivered,1112.47,77.87,0,1190.34,2024-01-24T05:20:31Z
4478,ORD-0004478,1673,2345,2345,shipped,2483.22,173.83,0,2657.05,2024-01-11T21:57:33Z
4479,ORD-0004479,1776,2485,2485,pending,1487.63,104.13,0,1591.76,2023-11-30T07:34:53Z
4480,ORD-0004480,1047,1459,1458,returned,166.2,11.63,0,177.83,2023-08-30T03:17:40Z
4481,ORD-0004481,33,46,46,delivered,14.63,1.02,7.94,23.59,2024-01-26T04:59:33Z
4482,ORD-0004482,141,191,191,delivered,1965.86,137.61,0,2103.47,2023-01-12T17:49:55Z
4483,ORD-0004483,655,911,911,delivered,4372.38,306.07,0,4678.45,2024-05-24T17:19:52Z
4484,ORD-0004484,2899,4058,4057,cancelled,471.36,33,0,504.36,2025-01-01T16:51:38Z
4485,ORD-0004485,15,20,20,cancelled,583.34,40.83,0,624.17,2022-11-24T05:37:43Z
4486,ORD-0004486,1496,2099,2099,delivered,1911.31,133.79,0,2045.1,2024-12-21T05:22:54Z
4487,ORD-0004487,126,172,172,delivered,1248.17,87.37,0,1335.54,2022-07-31T23:52:41Z
4488,ORD-0004488,783,1084,1084,delivered,443.56,31.05,0,474.61,2024-01-18T12:13:30Z
4489,ORD-0004489,57,78,78,delivered,332.53,23.28,0,355.81,2021-10-12T06:42:46Z
4490,ORD-0004490,2404,3369,3369,delivered,4283.27,299.83,0,4583.1,2024-12-20T17:12:07Z
4491,ORD-0004491,471,652,652,shipped,2394.8,167.64,0,2562.44,2023-02-20T10:58:40Z
4492,ORD-0004492,1286,1801,1801,shipped,4178.36,292.49,0,4470.85,2024-05-03T07:05:35Z
4493,ORD-0004493,591,822,822,delivered,2346.35,164.24,0,2510.59,2024-11-14T15:29:30Z
4494,ORD-0004494,7,11,10,pending,1855.89,129.91,0,1985.8,2021-10-21T05:29:12Z
4495,ORD-0004495,1929,2698,2697,pending,5348.22,374.38,0,5722.6,2024-09-20T02:20:36Z
4496,ORD-0004496,2458,3443,3443,delivered,3588.4,251.19,0,3839.59,2025-01-10T18:28:06Z
4497,ORD-0004497,869,1206,1206,pending,1043.15,73.02,0,1116.17,2024-02-13T23:38:46Z
4498,ORD-0004498,2512,3522,3521,delivered,2313.55,161.95,0,2475.5,2024-08-09T19:12:08Z
4499,ORD-0004499,2797,3921,3921,delivered,200.72,14.05,0,214.77,2024-12-28T18:19:40Z
4500,ORD-0004500,2505,3513,3513,shipped,3422.82,239.6,0,3662.42,2024-10-25T03:01:49Z
4501,ORD-0004501,100,137,137,delivered,805.1,56.36,0,861.46,2023-12-14T03:31:20Z
4502,ORD-0004502,302,423,422,cancelled,4081.4,285.7,0,4367.1,2023-05-23T06:19:46Z
4503,ORD-0004503,923,1278,1278,delivered,2423.57,169.65,0,2593.22,2023-11-09T04:35:42Z
4504,ORD-0004504,2049,2864,2864,returned,713.16,49.92,0,763.08,2024-08-18T08:42:43Z
4505,ORD-0004505,13,18,18,shipped,1553.17,108.72,0,1661.89,2021-07-05T10:32:09Z
4506,ORD-0004506,317,442,442,processing,624.24,43.7,0,667.94,2023-12-22T09:50:41Z
4507,ORD-0004507,202,277,277,delivered,2608.52,182.6,0,2791.12,2021-09-14T05:15:42Z
4508,ORD-0004508,2421,3392,3392,delivered,48.99,3.43,12.7,65.12,2024-09-17T21:56:31Z
4509,ORD-0004509,2755,3863,3863,shipped,1338.89,93.72,0,1432.61,2024-10-20T22:43:55Z
4510,ORD-0004510,67,90,90,delivered,2592.56,181.48,0,2774.04,2021-05-01T11:33:02Z
4511,ORD-0004511,2840,3973,3973,delivered,3951.58,276.61,0,4228.19,2024-12-26T11:15:14Z
4512,ORD-0004512,103,142,141,delivered,3852.82,269.7,0,4122.52,2023-08-20T23:04:54Z
4513,ORD-0004513,2717,3812,3812,shipped,1677.38,117.42,0,1794.8,2024-12-31T13:55:32Z
4514,ORD-0004514,44,61,61,shipped,1644.15,115.09,0,1759.24,2023-05-29T08:49:38Z
4515,ORD-0004515,1455,2039,2039,processing,5545.44,388.18,0,5933.62,2023-12-14T11:27:40Z
4516,ORD-0004516,381,526,526,delivered,2733.24,191.33,0,2924.57,2023-07-06T21:19:57Z
4517,ORD-0004517,817,1132,1132,delivered,796.02,55.72,0,851.74,2022-08-20T05:25:13Z
4518,ORD-0004518,97,132,132,returned,767.92,53.75,0,821.67,2022-12-28T13:26:56Z
4519,ORD-0004519,781,1081,1080,delivered,3084.51,215.92,0,3300.43,2023-05-17T06:38:13Z
4520,ORD-0004520,2303,3223,3223,delivered,823.78,57.66,0,881.44,2024-06-22T12:59:25Z
4521,ORD-0004521,2389,3346,3346,delivered,584.86,40.94,0,625.8,2024-07-09T07:49:40Z
4522,ORD-0004522,2945,4126,4126,delivered,733.33,51.33,0,784.66,2024-12-19T01:04:05Z
4523,ORD-0004523,53,74,74,processing,5563.06,389.41,0,5952.47,2023-03-14T04:29:33Z
4524,ORD-0004524,948,1319,1318,delivered,187.85,13.15,0,201,2022-10-24T23:09:42Z
4525,ORD-0004525,1610,2259,2258,delivered,4277.44,299.42,0,4576.86,2023-08-24T01:06:18Z
4526,ORD-0004526,979,1364,1364,processing,599.15,41.94,0,641.09,2024-01-05T17:03:33Z
4527,ORD-0004527,213,292,292,delivered,3069.26,214.85,0,3284.11,2023-12-01T02:34:11Z
4528,ORD-0004528,2833,3965,3965,shipped,187.85,13.15,0,201,2024-12-03T16:55:48Z
4529,ORD-0004529,2423,3397,3396,returned,1124.08,78.69,0,1202.77,2024-08-20T10:53:52Z
4530,ORD-0004530,1563,2194,2194,delivered,517.48,36.22,0,553.7,2023-08-16T18:48:14Z
4531,ORD-0004531,1952,2729,2729,delivered,2346.46,164.25,0,2510.71,2025-01-06T17:27:52Z
4532,ORD-0004532,1891,2647,2647,delivered,1868.73,130.81,0,1999.54,2024-05-16T14:33:18Z
4533,ORD-0004533,2558,3583,3583,delivered,3181.52,222.71,0,3404.23,2025-01-17T06:21:32Z
4534,ORD-0004534,1058,1476,1476,delivered,569.31,39.85,0,609.16,2024-07-30T21:38:16Z
4535,ORD-0004535,389,537,537,delivered,5801.35,406.09,0,6207.44,2024-02-25T00:35:52Z
4536,ORD-0004536,1982,2773,2773,shipped,917.41,64.22,0,981.63,2024-08-28T23:39:48Z
4537,ORD-0004537,2704,3797,3797,delivered,3179.14,222.54,0,3401.68,2024-12-21T17:09:15Z
4538,ORD-0004538,498,689,690,shipped,3243.88,227.07,0,3470.95,2023-10-15T14:24:23Z
4539,ORD-0004539,805,1113,1113,shipped,911.01,63.77,0,974.78,2023-03-06T23:59:15Z
4540,ORD-0004540,1186,1653,1653,processing,322.7,22.59,0,345.29,2025-01-10T08:46:42Z
4541,ORD-0004541,805,1113,1113,delivered,1624.55,113.72,0,1738.27,2023-07-31T11:25:40Z
4542,ORD-0004542,2730,3831,3831,delivered,4088.4,286.19,0,4374.59,2024-10-18T12:10:41Z
4543,ORD-0004543,60,82,82,delivered,970.02,67.9,0,1037.92,2023-05-20T10:54:19Z
4544,ORD-0004544,1848,2589,2589,delivered,2652.78,185.69,0,2838.47,2024-10-19T07:58:49Z
4545,ORD-0004545,151,206,206,returned,2091.95,146.44,0,2238.39,2021-08-15T08:17:32Z
4546,ORD-0004546,795,1100,1101,delivered,2581.26,180.69,0,2761.95,2024-04-04T03:43:26Z
4547,ORD-0004547,150,205,205,delivered,497.15,34.8,0,531.95,2022-12-04T08:34:37Z
4548,ORD-0004548,1831,2562,2562,processing,154.1,10.79,0,164.89,2023-12-15T03:12:08Z
4549,ORD-0004549,1168,1629,1629,delivered,2068.5,144.8,0,2213.3,2024-12-28T22:45:14Z
4550,ORD-0004550,558,774,774,delivered,800.06,56,0,856.06,2022-08-13T07:47:49Z
4551,ORD-0004551,2666,3742,3742,shipped,3668.67,256.81,0,3925.48,2024-12-13T10:38:19Z
4552,ORD-0004552,2,2,2,delivered,566.83,39.68,0,606.51,2023-11-12T23:02:26Z
4553,ORD-0004553,1637,2297,2297,delivered,1525.96,106.82,0,1632.78,2024-02-21T00:02:29Z
4554,ORD-0004554,599,832,832,delivered,322.56,22.58,0,345.14,2022-08-18T16:48:38Z
4555,ORD-0004555,1527,2143,2143,delivered,1780.1,124.61,0,1904.71,2025-01-02T13:01:39Z
4556,ORD-0004556,484,670,670,pending,616.5,43.16,0,659.66,2024-04-11T23:22:09Z
4557,ORD-0004557,670,932,932,delivered,1528.66,107.01,0,1635.67,2023-06-04T05:54:29Z
4558,ORD-0004558,41,57,57,shipped,3132.3,219.26,0,3351.56,2022-08-17T09:00:32Z
4559,ORD-0004559,1317,1844,1844,delivered,956.92,66.98,0,1023.9,2023-04-03T10:17:32Z
4560,ORD-0004560,312,437,437,pending,2152.92,150.7,0,2303.62,2023-01-19T04:12:23Z
4561,ORD-0004561,2194,3070,3070,delivered,1481.65,103.72,0,1585.37,2024-06-01T15:54:07Z
4562,ORD-0004562,1173,1636,1636,delivered,2361.53,165.31,0,2526.84,2024-01-12T05:05:12Z
4563,ORD-0004563,62,84,84,delivered,1400.28,98.02,0,1498.3,2023-05-23T05:28:05Z
4564,ORD-0004564,172,237,237,cancelled,2961.42,207.3,0,3168.72,2022-07-09T02:29:14Z
4565,ORD-0004565,646,898,898,delivered,3112.6,217.88,0,3330.48,2023-04-30T02:37:22Z
4566,ORD-0004566,938,1304,1303,processing,843.7,59.06,0,902.76,2024-07-12T16:09:59Z
4567,ORD-0004567,24,35,36,delivered,379.24,26.55,0,405.79,2021-11-16T22:54:43Z
4568,ORD-0004568,1471,2066,2066,delivered,792.36,55.47,0,847.83,2024-02-10T17:04:54Z
4569,ORD-0004569,2227,3120,3119,delivered,967.95,67.76,0,1035.71,2024-10-31T19:08:08Z
4570,ORD-0004570,2708,3801,3801,delivered,155.07,10.85,0,165.92,2024-12-16T20:41:24Z
4571,ORD-0004571,443,615,614,delivered,456.01,31.92,0,487.93,2024-02-01T06:49:53Z
4572,ORD-0004572,426,591,591,processing,1870.84,130.96,0,2001.8,2024-04-05T12:54:03Z
4573,ORD-0004573,464,643,642,processing,3784.08,264.89,0,4048.97,2024-07-30T14:17:00Z
4574,ORD-0004574,2941,4119,4119,returned,4701.19,329.08,0,5030.27,2025-01-08T17:11:22Z
4575,ORD-0004575,2881,4029,4029,pending,1682.18,117.75,0,1799.93,2024-12-17T01:50:10Z
4576,ORD-0004576,306,427,427,pending,2752.76,192.69,0,2945.45,2023-12-18T03:49:34Z
4577,ORD-0004577,732,1012,1012,processing,178.87,12.52,0,191.39,2023-01-08T23:40:07Z
4578,ORD-0004578,692,962,962,delivered,2497.61,174.83,0,2672.44,2024-03-22T00:30:46Z
4579,ORD-0004579,802,1109,1108,delivered,4574.82,320.24,0,4895.06,2022-12-31T01:42:26Z
4580,ORD-0004580,1325,1856,1855,delivered,1286.09,90.03,0,1376.12,2023-12-03T04:37:58Z
4581,ORD-0004581,2748,3854,3854,processing,4144.32,290.1,0,4434.42,2024-11-28T20:16:40Z
4582,ORD-0004582,237,327,327,delivered,3402.1,238.15,0,3640.25,2022-04-14T08:57:00Z
4583,ORD-0004583,837,1160,1159,delivered,2325.45,162.78,0,2488.23,2022-10-17T10:08:12Z
4584,ORD-0004584,2943,4122,4122,processing,99.68,6.98,0,106.66,2025-01-10T18:12:51Z
4585,ORD-0004585,2248,3147,3147,cancelled,4928.69,345.01,0,5273.7,2024-06-12T09:42:45Z
4586,ORD-0004586,312,436,436,delivered,294.81,20.64,0,315.45,2022-02-13T08:44:57Z
4587,ORD-0004587,682,949,949,delivered,2637.64,184.63,0,2822.27,2024-06-09T16:41:22Z
4588,ORD-0004588,1079,1504,1504,delivered,169.02,11.83,0,180.85,2024-08-14T06:42:16Z
4589,ORD-0004589,1565,2196,2196,cancelled,809.85,56.69,0,866.54,2024-05-26T18:01:34Z
4590,ORD-0004590,1464,2054,2054,delivered,224.27,15.7,0,239.97,2024-08-17T00:19:26Z
4591,ORD-0004591,243,337,337,delivered,829.9,58.09,0,887.99,2023-09-13T06:08:57Z
4592,ORD-0004592,2500,3506,3506,delivered,484.74,33.93,0,518.67,2024-07-17T09:57:44Z
4593,ORD-0004593,2782,3902,3902,delivered,470.03,32.9,0,502.93,2025-01-01T21:09:00Z
4594,ORD-0004594,2517,3527,3527,delivered,1017.74,71.24,0,1088.98,2024-08-18T02:08:38Z
4595,ORD-0004595,1559,2189,2189,delivered,171.94,12.04,0,183.98,2024-10-15T01:16:24Z
4596,ORD-0004596,1293,1811,1811,returned,486.4,34.05,0,520.45,2023-05-21T22:05:02Z
4597,ORD-0004597,261,362,362,shipped,2651.74,185.62,0,2837.36,2022-07-11T10:07:34Z
4598,ORD-0004598,877,1217,1217,delivered,2285.32,159.97,0,2445.29,2023-09-25T23:12:26Z
4599,ORD-0004599,916,1267,1267,processing,425.98,29.82,0,455.8,2023-03-30T11:53:48Z
4600,ORD-0004600,2309,3232,3232,delivered,1818.4,127.29,0,1945.69,2025-01-21T12:33:10Z
4601,ORD-0004601,2911,4075,4075,delivered,2696.84,188.78,0,2885.62,2025-01-07T16:07:37Z
4602,ORD-0004602,250,347,347,delivered,3392.55,237.48,0,3630.03,2024-03-11T11:00:35Z
4603,ORD-0004603,1884,2636,2636,delivered,2736.69,191.57,0,2928.26,2025-01-03T05:36:16Z
4604,ORD-0004604,2457,3441,3441,delivered,4352.19,304.65,0,4656.84,2024-09-05T14:39:21Z
4605,ORD-0004605,847,1176,1175,delivered,3187.28,223.11,0,3410.39,2023-09-15T07:44:03Z
4606,ORD-0004606,2326,3253,3253,delivered,373.38,26.14,0,399.52,2024-07-06T09:22:47Z
4607,ORD-0004607,495,685,684,delivered,988.5,69.2,0,1057.7,2024-02-27T23:48:48Z
4608,ORD-0004608,592,823,823,shipped,1905.35,133.37,0,2038.72,2024-12-18T09:08:16Z
4609,ORD-0004609,612,854,854,delivered,333.41,23.34,0,356.75,2023-03-28T22:58:44Z
4610,ORD-0004610,1448,2028,2028,delivered,2770.37,193.93,0,2964.3,2024-02-10T11:17:20Z
4611,ORD-0004611,1306,1827,1828,delivered,3833.2,268.32,0,4101.52,2024-05-13T15:52:35Z
4612,ORD-0004612,440,611,611,pending,2947.05,206.29,0,3153.34,2022-03-07T23:27:57Z
4613,ORD-0004613,493,681,681,shipped,3304.88,231.34,0,3536.22,2023-01-11T05:16:25Z
4614,ORD-0004614,15,20,21,delivered,1639.91,114.79,0,1754.7,2024-08-24T17:38:34Z
4615,ORD-0004615,1968,2752,2752,delivered,337.32,23.61,0,360.93,2024-10-11T16:13:35Z
4616,ORD-0004616,20,28,28,delivered,2688.44,188.19,0,2876.63,2024-04-13T09:22:11Z
4617,ORD-0004617,22,31,31,delivered,2386.14,167.03,0,2553.17,2024-02-06T23:11:03Z
4618,ORD-0004618,1468,2061,2061,processing,3578.46,250.49,0,3828.95,2024-04-21T12:21:21Z
4619,ORD-0004619,78,106,106,shipped,1064.01,74.48,0,1138.49,2021-07-18T06:04:18Z
4620,ORD-0004620,449,621,621,delivered,1621.32,113.49,0,1734.81,2023-08-20T20:40:19Z
4621,ORD-0004621,1673,2345,2345,processing,173.38,12.14,0,185.52,2023-08-19T00:28:47Z
4622,ORD-0004622,1705,2387,2387,delivered,2807.14,196.5,0,3003.64,2024-08-14T09:47:06Z
4623,ORD-0004623,2171,3038,3038,delivered,725.32,50.77,0,776.09,2024-12-22T23:22:14Z
4624,ORD-0004624,2808,3935,3934,shipped,1019.98,71.4,0,1091.38,2025-01-05T08:31:47Z
4625,ORD-0004625,264,365,365,delivered,1900.09,133.01,0,2033.1,2024-04-25T07:59:06Z
4626,ORD-0004626,2970,4162,4162,shipped,471.86,33.03,0,504.89,2025-01-27T08:09:58Z
4627,ORD-0004627,2586,3621,3620,delivered,1061.01,74.27,0,1135.28,2024-09-02T17:30:54Z
4628,ORD-0004628,1073,1495,1495,delivered,2555.61,178.89,0,2734.5,2024-03-01T22:16:12Z
4629,ORD-0004629,1326,1858,1858,pending,2479.99,173.6,0,2653.59,2024-07-13T21:51:33Z
4630,ORD-0004630,2768,3880,3880,cancelled,297.61,20.83,0,318.44,2024-11-19T17:31:14Z
4631,ORD-0004631,648,901,901,delivered,2816.07,197.12,0,3013.19,2024-05-29T13:18:58Z
4632,ORD-0004632,1880,2632,2632,delivered,1383.64,96.85,0,1480.49,2024-10-22T09:03:50Z
4633,ORD-0004633,1704,2386,2386,returned,652.75,45.69,0,698.44,2024-03-25T12:01:23Z
4634,ORD-0004634,721,997,997,delivered,2693.68,188.56,0,2882.24,2024-05-06T03:54:50Z
4635,ORD-0004635,2312,3235,3235,processing,1694.12,118.59,0,1812.71,2024-11-14T07:24:45Z
4636,ORD-0004636,1713,2397,2396,delivered,290.87,20.36,0,311.23,2024-03-16T17:22:58Z
4637,ORD-0004637,534,736,736,delivered,2052.25,143.66,0,2195.91,2023-09-21T17:54:46Z
4638,ORD-0004638,1713,2396,2396,delivered,873.06,61.11,0,934.17,2024-01-30T12:19:54Z
4639,ORD-0004639,2943,4123,4122,shipped,1917.72,134.24,0,2051.96,2024-12-31T23:58:16Z
4640,ORD-0004640,373,515,515,delivered,1148.92,80.42,0,1229.34,2024-02-17T19:01:41Z
4641,ORD-0004641,2787,3908,3908,delivered,558.99,39.13,0,598.12,2024-12-06T04:55:49Z
4642,ORD-0004642,70,96,96,delivered,1476.7,103.37,0,1580.07,2021-05-26T20:34:14Z
4643,ORD-0004643,144,196,196,delivered,249.88,17.49,0,267.37,2024-07-29T06:26:29Z
4644,ORD-0004644,677,943,943,shipped,1977.58,138.43,0,2116.01,2023-06-21T10:28:19Z
4645,ORD-0004645,1155,1610,1610,processing,2160.7,151.25,0,2311.95,2024-10-28T19:36:28Z
4646,ORD-0004646,1731,2422,2422,returned,487.76,34.14,0,521.9,2024-08-26T18:51:54Z
4647,ORD-0004647,320,447,447,delivered,3149.39,220.46,0,3369.85,2022-05-04T22:41:20Z
4648,ORD-0004648,304,425,425,delivered,2294.37,160.61,0,2454.98,2024-08-31T18:39:18Z
4649,ORD-0004649,1469,2062,2063,processing,6908.57,483.6,0,7392.17,2023-12-26T07:50:33Z
4650,ORD-0004650,83,112,112,delivered,1881.93,131.74,0,2013.67,2023-07-27T21:06:07Z
4651,ORD-0004651,1494,2096,2097,shipped,2884.28,201.9,0,3086.18,2023-11-26T12:49:53Z
4652,ORD-0004652,551,763,763,delivered,1728.1,120.97,0,1849.07,2024-12-15T02:35:16Z
4653,ORD-0004653,319,445,445,delivered,640.08,44.81,0,684.89,2023-01-31T19:40:58Z
4654,ORD-0004654,2696,3784,3784,shipped,1769.41,123.86,0,1893.27,2025-01-22T19:29:26Z
4655,ORD-0004655,2648,3712,3712,delivered,908.51,63.6,0,972.11,2024-10-05T15:22:49Z
4656,ORD-0004656,747,1035,1035,delivered,1793.99,125.58,0,1919.57,2024-01-20T17:00:10Z
4657,ORD-0004657,1537,2156,2156,delivered,279.88,19.59,0,299.47,2025-01-06T03:36:13Z
4658,ORD-0004658,2991,4192,4192,delivered,1143.05,80.01,0,1223.06,2025-01-18T09:03:35Z
4659,ORD-0004659,189,259,259,returned,171.94,12.04,0,183.98,2022-08-18T08:14:20Z
4660,ORD-0004660,1250,1749,1750,delivered,911.56,63.81,0,975.37,2023-12-21T12:53:13Z
4661,ORD-0004661,624,869,869,delivered,1631.95,114.24,0,1746.19,2022-12-13T16:26:02Z
4662,ORD-0004662,2373,3320,3321,shipped,653.15,45.72,0,698.87,2024-10-18T00:20:32Z
4663,ORD-0004663,49,68,68,delivered,1746.14,122.23,0,1868.37,2023-09-16T05:06:09Z
4664,ORD-0004664,264,366,365,delivered,2428.12,169.97,0,2598.09,2022-02-02T09:30:31Z
4665,ORD-0004665,2876,4022,4022,delivered,325.78,22.8,0,348.58,2025-01-28T12:56:54Z
4666,ORD-0004666,2232,3127,3127,pending,385.6,26.99,0,412.59,2024-05-08T08:59:17Z
4667,ORD-0004667,327,455,455,delivered,3031.68,212.22,0,3243.9,2024-05-13T22:05:59Z
4668,ORD-0004668,2779,3896,3897,delivered,811.77,56.82,0,868.59,2025-01-08T11:42:34Z
4669,ORD-0004669,547,758,757,delivered,474.67,33.23,0,507.9,2024-10-07T08:51:51Z
4670,ORD-0004670,47,66,66,delivered,1683.12,117.82,0,1800.94,2023-06-08T17:04:18Z
4671,ORD-0004671,1189,1659,1659,delivered,1264.45,88.51,0,1352.96,2023-09-24T11:20:15Z
4672,ORD-0004672,197,270,270,processing,2084.76,145.93,0,2230.69,2023-07-19T18:24:19Z
4673,ORD-0004673,1204,1683,1683,delivered,1595.72,111.7,0,1707.42,2024-03-30T15:39:14Z
4674,ORD-0004674,1264,1767,1768,delivered,2478.46,173.49,0,2651.95,2023-12-31T01:56:43Z
4675,ORD-0004675,565,785,785,delivered,289.26,20.25,0,309.51,2024-01-08T23:27:40Z
4676,ORD-0004676,367,507,507,shipped,1445.7,101.2,0,1546.9,2022-05-19T07:09:22Z
4677,ORD-0004677,164,228,228,returned,1407.56,98.53,0,1506.09,2021-09-17T22:44:07Z
4678,ORD-0004678,1839,2573,2574,delivered,4340.49,303.83,0,4644.32,2024-02-23T01:51:48Z
4679,ORD-0004679,115,159,159,delivered,5295.21,370.66,0,5665.87,2023-07-13T15:03:23Z
4680,ORD-0004680,350,485,485,pending,2491.13,174.38,0,2665.51,2022-07-24T14:01:33Z
4681,ORD-0004681,2174,3041,3041,delivered,2226.3,155.84,0,2382.14,2024-03-22T10:57:54Z
4682,ORD-0004682,2944,4124,4124,delivered,1928.45,134.99,0,2063.44,2024-12-29T06:46:13Z
4683,ORD-0004683,316,441,441,delivered,3433.83,240.37,0,3674.2,2022-12-29T19:29:25Z
4684,ORD-0004684,972,1353,1354,delivered,328.19,22.97,0,351.16,2023-09-26T12:50:50Z
4685,ORD-0004685,966,1344,1344,delivered,3513.67,245.96,0,3759.63,2023-07-15T06:04:08Z
4686,ORD-0004686,1150,1604,1604,delivered,1307.33,91.51,0,1398.84,2023-06-30T06:10:18Z
4687,ORD-0004687,1021,1421,1421,delivered,2267.79,158.75,0,2426.54,2022-12-19T20:51:44Z
4688,ORD-0004688,386,534,534,delivered,2212.21,154.85,0,2367.06,2024-04-12T01:59:16Z
4689,ORD-0004689,2774,3889,3890,delivered,5316.17,372.13,0,5688.3,2024-12-27T00:48:39Z
4690,ORD-0004690,2375,3324,3323,delivered,4951.36,346.6,0,5297.96,2024-08-19T05:30:27Z
4691,ORD-0004691,1805,2527,2527,delivered,865.19,60.56,0,925.75,2023-10-16T15:59:48Z
4692,ORD-0004692,309,431,431,processing,3308.66,231.61,0,3540.27,2023-03-03T04:42:00Z
4693,ORD-0004693,1397,1958,1958,delivered,875.76,61.3,0,937.06,2023-10-04T08:07:54Z
4694,ORD-0004694,1958,2739,2739,delivered,932.49,65.27,0,997.76,2024-07-20T00:46:40Z
4695,ORD-0004695,2791,3914,3914,delivered,4062.78,284.39,0,4347.17,2025-01-05T11:49:10Z
4696,ORD-0004696,354,490,490,delivered,1335.05,93.45,0,1428.5,2024-02-26T18:18:41Z
4697,ORD-0004697,2019,2823,2823,delivered,3210.92,224.76,0,3435.68,2024-05-20T14:54:51Z
4698,ORD-0004698,1402,1965,1965,processing,1890.04,132.3,0,2022.34,2024-12-13T04:56:04Z
4699,ORD-0004699,77,105,105,cancelled,4859.52,340.17,0,5199.69,2024-08-15T07:07:21Z
4700,ORD-0004700,2262,3166,3166,delivered,2469.01,172.83,0,2641.84,2024-10-15T00:06:07Z
4701,ORD-0004701,2241,3138,3138,delivered,5019.04,351.33,0,5370.37,2024-10-06T07:03:07Z
4702,ORD-0004702,2299,3217,3217,delivered,757.62,53.03,0,810.65,2024-05-29T04:27:17Z
4703,ORD-0004703,828,1146,1145,delivered,101.06,7.07,0,108.13,2024-06-22T17:41:58Z
4704,ORD-0004704,1305,1826,1826,delivered,2950.42,206.53,0,3156.95,2023-07-07T17:55:08Z
4705,ORD-0004705,650,904,904,delivered,254.96,17.85,0,272.81,2024-10-06T18:00:16Z
4706,ORD-0004706,2576,3607,3607,cancelled,347.44,24.32,0,371.76,2025-01-08T16:25:22Z
4707,ORD-0004707,1422,1992,1992,shipped,369.62,25.87,0,395.49,2024-05-29T14:08:51Z
4708,ORD-0004708,88,119,120,delivered,3308.74,231.61,0,3540.35,2024-07-29T21:03:31Z
4709,ORD-0004709,393,542,542,delivered,2522.51,176.58,0,2699.09,2024-06-26T12:50:41Z
4710,ORD-0004710,2071,2895,2895,delivered,346.75,24.27,0,371.02,2024-03-13T23:19:19Z
4711,ORD-0004711,1011,1408,1408,delivered,781.66,54.72,0,836.38,2023-12-25T08:19:19Z
4712,ORD-0004712,2358,3299,3298,returned,2263.23,158.43,0,2421.66,2024-10-14T03:01:13Z
4713,ORD-0004713,1517,2128,2128,processing,144.8,10.14,0,154.94,2023-09-19T12:57:45Z
4714,ORD-0004714,609,849,848,delivered,3794.08,265.59,0,4059.67,2024-10-31T15:24:16Z
4715,ORD-0004715,173,238,238,delivered,1834.84,128.44,0,1963.28,2023-02-02T13:53:22Z
4716,ORD-0004716,1654,2319,2319,shipped,1709.02,119.63,0,1828.65,2023-11-07T23:33:12Z
4717,ORD-0004717,22,31,31,delivered,883.42,61.84,0,945.26,2024-03-16T17:42:40Z
