id,sku,name,description,category_id,supplier_id,price,cost,stock_quantity,weight_kg,is_active,created_at
356,SKU-10-668103,Deluxe Phone 884,Deluxe Phone 884 — quality smartphones product.,10,33,548.55,390.8,125,3.65,1,2021-02-28T18:26:41Z
357,SKU-34-087110,Heavy-Duty Omega-3 601,Heavy-Duty Omega-3 601 — quality vitamins product.,34,12,74.56,37.94,382,5.62,1,2021-02-28T23:03:36Z
358,SKU-31-531752,Lightweight Face Cream 897,Lightweight Face Cream 897 — quality skincare product.,31,12,189.77,104.77,402,10.23,1,2021-02-28T23:34:03Z
359,SKU-26-385427,Smart Sleeping Bag 581,Smart Sleeping Bag 581 — quality camping product.,26,59,438.05,322.67,81,13.66,1,2021-03-01T04:30:34Z
360,SKU-25-132605,Heavy-Duty Kettlebell 983,Heavy-Duty Kettlebell 983 — quality fitness product.,25,60,51.07,27.18,336,0.48,1,2021-03-01T09:16:06Z
361,SKU-21-878811,Compact Running Shoes 740,Compact Running Shoes 740 — quality shoes product.,21,63,297.61,150.57,443,1.83,1,2021-03-01T16:49:23Z
362,SKU-34-320105,Deluxe Probiotic 108,Deluxe Probiotic 108 — quality vitamins product.,34,69,605.96,367.55,378,4.94,1,2021-03-01T22:57:50Z
363,SKU-16-105802,Pro Comforter 189,Pro Comforter 189 — quality bedding product.,16,23,251.22,142.8,396,10.18,1,2021-03-02T05:25:29Z
364,SKU-22-014725,Portable Paperback 867,Portable Paperback 867 — quality fiction product.,22,44,566.83,403.32,101,8.3,1,2021-03-02T05:40:56Z
365,SKU-13-471449,Deluxe LED TV 867,Deluxe LED TV 867 — quality televisions product.,13,46,341.5,166.26,200,6.08,1,2021-03-02T09:59:18Z
366,SKU-20-348477,Lightweight Kids Jacket 297,Lightweight Kids Jacket 297 — quality kids product.,20,43,366.71,190.55,37,11.24,1,2021-03-02T17:59:07Z
367,SKU-15-602143,Classic Sofa 186,Classic Sofa 186 — quality furniture product.,15,21,47.33,31.66,4,14.7,0,2021-03-02T23:55:44Z
368,SKU-34-774924,Smart Omega-3 160,Smart Omega-3 160 — quality vitamins product.,34,49,514.64,372.53,194,4.78,1,2021-03-03T00:41:28Z
369,SKU-10-926438,Prime Mobile 862,Prime Mobile 862 — quality smartphones product.,10,17,539.34,331.53,343,8.19,1,2021-03-03T04:12:11Z
370,SKU-25-761428,Ultra Yoga Mat 806,Ultra Yoga Mat 806 — quality fitness product.,25,6,543.09,269.37,222,2.4,1,2021-03-03T06:18:47Z
371,SKU-19-903117,Ultra Cardigan 866,Ultra Cardigan 866 — quality women's product.,19,70,325.95,149.93,69,4.76,1,2021-03-03T07:06:13Z
372,SKU-16-934585,Eco Comforter 880,Eco Comforter 880 — quality bedding product.,16,16,373.38,183.66,75,6.22,1,2021-03-03T13:25:21Z
373,SKU-9-510577,Prime Notebook 213,Prime Notebook 213 — quality laptops product.,9,30,498.95,312.71,325,6.07,1,2021-03-03T19:11:40Z
374,SKU-32-983395,Elite Foundation 863,Elite Foundation 863 — quality makeup product.,32,21,299.18,152.58,49,12.92,1,2021-03-04T00:25:35Z
375,SKU-35-722820,Portable All-Purpose Cleaner 106,Portable All-Purpose Cleaner 106 — quality cleaning product.,35,46,67.57,50.86,119,5.87,1,2021-03-04T01:41:29Z
376,SKU-15-265514,Heavy-Duty Sofa 924,Heavy-Duty Sofa 924 — quality furniture product.,15,51,156.82,80.47,214,10.08,1,2021-03-04T09:04:18Z
377,SKU-33-395642,Essential Shampoo 330,Essential Shampoo 330 — quality hair care product.,33,22,31.35,23.26,444,4.6,1,2021-03-04T09:55:13Z
378,SKU-29-900595,Premium Collectible Figure 838,Premium Collectible Figure 838 — quality action figures product.,29,58,373.28,271.42,36,4.69,1,2021-03-04T16:16:48Z
379,SKU-30-852457,Ultra STEM Kit 803,Ultra STEM Kit 803 — quality educational product.,30,43,537.24,306.81,441,1.9,1,2021-03-04T22:09:34Z
380,SKU-21-435115,Premium Boots 287,Premium Boots 287 — quality shoes product.,21,16,55.66,38.73,221,0.65,1,2021-03-05T05:00:01Z
381,SKU-13-125681,Max Smart TV 959,Max Smart TV 959 — quality televisions product.,13,61,561.48,350.59,302,0.98,1,2021-03-05T07:17:40Z
382,SKU-24-502034,Classic Picture Book 342,Classic Picture Book 342 — quality children's books product.,24,29,862.86,400.47,310,1.69,1,2021-03-05T11:39:51Z
383,SKU-17-172072,Eco Blender 291,Eco Blender 291 — quality small appliances product.,17,2,485.41,364.6,52,12.66,1,2021-03-05T11:40:01Z
384,SKU-21-161829,Prime Running Shoes 836,Prime Running Shoes 836 — quality shoes product.,21,21,220.37,144.66,161,11.05,1,2021-03-05T15:42:31Z
385,SKU-35-820632,Lightweight Dish Soap 906,Lightweight Dish Soap 906 — quality cleaning product.,35,70,243.18,126.97,282,9.14,1,2021-03-05T17:57:40Z
386,SKU-35-116985,Max All-Purpose Cleaner 276,Max All-Purpose Cleaner 276 — quality cleaning product.,35,21,500.59,289.84,240,2.98,1,2021-03-06T01:48:57Z
387,SKU-14-358251,Classic Saucepan 202,Classic Saucepan 202 — quality cookware product.,14,60,417.89,268.28,392,1.5,1,2021-03-06T06:18:12Z
388,SKU-25-053342,Ultra Dumbbell Set 567,Ultra Dumbbell Set 567 — quality fitness product.,25,18,191.54,145.12,80,4.94,0,2021-03-06T11:31:47Z
389,SKU-27-251642,Premium Helmet 398,Premium Helmet 398 — quality cycling product.,27,4,628.99,376.39,362,1.25,1,2021-03-06T18:26:16Z
390,SKU-27-031826,Heavy-Duty Cycling Gloves 778,Heavy-Duty Cycling Gloves 778 — quality cycling product.,27,58,609.73,358.69,247,0.15,1,2021-03-06T20:19:28Z
391,SKU-9-468891,Elite Notebook 914,Elite Notebook 914 — quality laptops product.,9,31,173.04,87.46,465,1.75,1,2021-03-07T00:32:04Z
392,SKU-22-328381,Prime Novel 154,Prime Novel 154 — quality fiction product.,22,50,414.03,193.06,303,14.63,1,2021-03-07T03:28:27Z
393,SKU-23-533220,Classic Guidebook 552,Classic Guidebook 552 — quality non-fiction product.,23,69,573.88,327.02,365,7.3,1,2021-03-07T04:52:04Z
394,SKU-32-277215,Lightweight Foundation 902,Lightweight Foundation 902 — quality makeup product.,32,25,635.56,311.09,342,9.06,1,2021-03-07T09:51:22Z
395,SKU-29-390788,Classic Action Figure 388,Classic Action Figure 388 — quality action figures product.,29,33,475.87,264.28,256,0.14,1,2021-03-07T10:46:01Z
396,SKU-32-554653,Heavy-Duty Eyeshadow Palette 765,Heavy-Duty Eyeshadow Palette 765 — quality makeup product.,32,30,234.71,116.83,108,1.48,1,2021-03-07T17:12:47Z
397,SKU-29-956568,Portable Collectible Figure 161,Portable Collectible Figure 161 — quality action figures product.,29,14,419.44,241.23,472,9.57,1,2021-03-07T18:35:18Z
398,SKU-34-127402,Heavy-Duty Vitamin C 602,Heavy-Duty Vitamin C 602 — quality vitamins product.,34,43,531.24,241.75,370,8.49,1,2021-03-07T20:24:16Z
399,SKU-13-702469,Deluxe LED TV 708,Deluxe LED TV 708 — quality televisions product.,13,2,200.71,98.13,200,10.29,1,2021-03-07T21:24:07Z
400,SKU-14-522119,Premium Saucepan 568,Premium Saucepan 568 — quality cookware product.,14,9,65.37,35.61,301,1.26,1,2021-03-07T23:53:04Z
401,SKU-29-749049,Essential Collectible Figure 996,Essential Collectible Figure 996 — quality action figures product.,29,65,355.89,234.13,471,10.5,1,2021-03-08T07:34:15Z
402,SKU-22-277253,Ultra Novel 370,Ultra Novel 370 — quality fiction product.,22,42,435.31,297.5,178,13.95,1,2021-03-08T08:15:13Z
403,SKU-13-359085,Lightweight LED TV 306,Lightweight LED TV 306 — quality televisions product.,13,20,366.98,249.12,18,11.18,1,2021-03-08T09:51:47Z
404,SKU-16-701427,Max Comforter 904,Max Comforter 904 — quality bedding product.,16,9,381.43,254.86,465,13.62,0,2021-03-08T12:25:21Z
405,SKU-14-843780,Compact Frying Pan 200,Compact Frying Pan 200 — quality cookware product.,14,51,290.33,213.34,278,4.97,1,2021-03-08T14:01:02Z
406,SKU-33-547470,Ultra Shampoo 407,Ultra Shampoo 407 — quality hair care product.,33,13,507.19,330.28,294,6.07,1,2021-03-08T18:59:02Z
407,SKU-26-490905,Prime Backpack 673,Prime Backpack 673 — quality camping product.,26,54,192.87,134.34,291,9.07,1,2021-03-08T19:48:01Z
408,SKU-25-176459,Prime Kettlebell 139,Prime Kettlebell 139 — quality fitness product.,25,70,458.87,326.79,269,6.57,1,2021-03-08T21:59:32Z
409,SKU-33-003060,Elite Conditioner 732,Elite Conditioner 732 — quality hair care product.,33,6,505.17,349.21,180,10.44,1,2021-03-09T00:00:35Z
410,SKU-32-808124,Premium Eyeshadow Palette 536,Premium Eyeshadow Palette 536 — quality makeup product.,32,16,129.47,81.08,175,1.69,1,2021-03-09T03:35:10Z
411,SKU-31-746735,Classic Face Cream 988,Classic Face Cream 988 — quality skincare product.,31,4,599.57,307.17,379,5.72,1,2021-03-09T07:11:04Z
412,SKU-22-270813,Max Paperback 577,Max Paperback 577 — quality fiction product.,22,34,284.92,188.81,74,4.22,1,2021-03-09T12:08:28Z
413,SKU-23-509469,Premium Guidebook 769,Premium Guidebook 769 — quality non-fiction product.,23,8,96.5,61.76,468,3.26,1,2021-03-09T12:35:34Z
414,SKU-23-862587,Lightweight Biography 944,Lightweight Biography 944 — quality non-fiction product.,23,28,211.17,115.82,414,7.52,1,2021-03-09T12:51:09Z
415,SKU-23-551709,Lightweight Handbook 386,Lightweight Handbook 386 — quality non-fiction product.,23,64,749.68,368.72,364,6.46,0,2021-03-09T16:39:49Z
416,SKU-23-010752,Smart Biography 876,Smart Biography 876 — quality non-fiction product.,23,70,50,23,69,2.84,1,2021-03-09T22:53:46Z
417,SKU-31-384011,Compact Face Cream 348,Compact Face Cream 348 — quality skincare product.,31,30,551.46,378.32,363,2.6,1,2021-03-09T23:12:55Z
418,SKU-14-083352,Deluxe Cookware Set 790,Deluxe Cookware Set 790 — quality cookware product.,14,25,564.92,357.31,166,12.52,1,2021-03-10T05:43:52Z
419,SKU-31-695319,Heavy-Duty Cleanser 894,Heavy-Duty Cleanser 894 — quality skincare product.,31,5,503.64,229.86,457,9.49,1,2021-03-10T12:09:38Z
420,SKU-25-058413,Heavy-Duty Yoga Mat 525,Heavy-Duty Yoga Mat 525 — quality fitness product.,25,65,750.92,375.55,447,13.26,1,2021-03-10T19:25:54Z
421,SKU-20-442992,Elite Kids Jacket 975,Elite Kids Jacket 975 — quality kids product.,20,27,601.87,311.78,8,0.35,1,2021-03-10T22:38:37Z
422,SKU-28-923620,Heavy-Duty Board Game 624,Heavy-Duty Board Game 624 — quality board games product.,28,37,112.29,56.93,228,6.59,1,2021-03-10T23:47:36Z
423,SKU-12-110643,Classic Camera 111,Classic Camera 111 — quality cameras product.,12,23,376.69,196.91,388,11.11,1,2021-03-11T02:46:12Z
424,SKU-14-138910,Heavy-Duty Dutch Oven 424,Heavy-Duty Dutch Oven 424 — quality cookware product.,14,46,690.95,357.94,414,3.57,0,2021-03-11T05:26:04Z
425,SKU-10-150398,Prime Mobile 616,Prime Mobile 616 — quality smartphones product.,10,37,287.44,181.86,88,9.4,1,2021-03-11T06:21:57Z
426,SKU-29-082890,Elite Action Figure 529,Elite Action Figure 529 — quality action figures product.,29,48,303.67,186.73,340,5.53,1,2021-03-11T14:21:25Z
427,SKU-12-473948,Prime Camera 164,Prime Camera 164 — quality cameras product.,12,65,664.51,309.16,308,4.56,1,2021-03-11T17:59:42Z
428,SKU-25-002450,Prime Kettlebell 431,Prime Kettlebell 431 — quality fitness product.,25,3,260.83,153.01,383,14.21,1,2021-03-11T22:39:03Z
429,SKU-32-335841,Smart Mascara 704,Smart Mascara 704 — quality makeup product.,32,70,71.69,44.3,455,5.5,1,2021-03-12T00:45:12Z
430,SKU-28-855139,Lightweight Card Game 323,Lightweight Card Game 323 — quality board games product.,28,59,774.47,383.16,232,3.97,1,2021-03-12T00:46:51Z
431,SKU-19-348147,Portable Dress 593,Portable Dress 593 — quality women's product.,19,6,462.68,297.08,242,3.22,1,2021-03-12T03:29:36Z
432,SKU-30-039805,Premium Puzzle 719,Premium Puzzle 719 — quality educational product.,30,9,459.65,317.38,155,11.85,1,2021-03-12T05:51:11Z
433,SKU-14-158388,Classic Frying Pan 808,Classic Frying Pan 808 — quality cookware product.,14,3,510.93,319.14,146,5.18,1,2021-03-12T07:35:45Z
434,SKU-31-234445,Eco Cleanser 285,Eco Cleanser 285 — quality skincare product.,31,61,584.86,354.64,493,8.86,1,2021-03-12T09:35:05Z
435,SKU-12-439118,Elite Action Cam 353,Elite Action Cam 353 — quality cameras product.,12,16,32.64,22.34,10,1.69,1,2021-03-12T10:58:27Z
436,SKU-24-562399,Classic Picture Book 271,Classic Picture Book 271 — quality children's books product.,24,56,169.97,77.83,118,9.65,1,2021-03-12T14:59:55Z
437,SKU-34-187029,Prime Multivitamin 870,Prime Multivitamin 870 — quality vitamins product.,34,69,392.25,294.21,278,12.62,1,2021-03-12T17:38:53Z
438,SKU-30-485482,Max Puzzle 921,Max Puzzle 921 — quality educational product.,30,69,99.68,67.01,286,10.74,1,2021-03-12T23:55:15Z
439,SKU-32-370270,Pro Lipstick 471,Pro Lipstick 471 — quality makeup product.,32,52,554.33,315.27,257,5.6,1,2021-03-13T05:06:17Z
440,SKU-33-275633,Max Hair Oil 111,Max Hair Oil 111 — quality hair care product.,33,24,16.84,12.11,72,4.05,0,2021-03-13T08:06:42Z
441,SKU-30-694405,Classic STEM Kit 407,Classic STEM Kit 407 — quality educational product.,30,37,383.68,256.6,71,0.78,1,2021-03-13T12:50:52Z
442,SKU-27-266244,Ultra Helmet 958,Ultra Helmet 958 — quality cycling product.,27,69,460.72,269.84,407,8.15,1,2021-03-13T16:05:37Z
443,SKU-34-538385,Portable Probiotic 836,Portable Probiotic 836 — quality vitamins product.,34,40,194.79,96.37,3,3.85,1,2021-03-13T21:31:25Z
444,SKU-10-121909,Smart Mobile 909,Smart Mobile 909 — quality smartphones product.,10,68,554.47,325.35,100,10.96,1,2021-03-14T04:48:46Z
445,SKU-31-786243,Prime Cleanser 387,Prime Cleanser 387 — quality skincare product.,31,4,127.48,74.3,28,3.65,1,2021-03-14T05:42:43Z
446,SKU-24-646814,Premium Storybook 120,Premium Storybook 120 — quality children's books product.,24,2,157.66,107.15,250,2.74,1,2021-03-14T06:07:00Z
447,SKU-16-386793,Elite Pillow 249,Elite Pillow 249 — quality bedding product.,16,19,524.04,309.72,58,15.07,1,2021-03-14T07:51:15Z
448,SKU-24-078863,Smart Storybook 753,Smart Storybook 753 — quality children's books product.,24,32,499.71,328.74,336,5.33,1,2021-03-14T14:01:34Z
449,SKU-23-651114,Compact Biography 275,Compact Biography 275 — quality non-fiction product.,23,17,716.15,388.7,251,13.38,0,2021-03-14T16:26:29Z
450,SKU-24-129934,Max Storybook 527,Max Storybook 527 — quality children's books product.,24,41,78.31,56.85,38,14.3,1,2021-03-14T18:57:46Z
451,SKU-19-027321,Lightweight Dress 412,Lightweight Dress 412 — quality women's product.,19,35,361.37,242.72,250,7.23,1,2021-03-14T19:49:10Z
452,SKU-12-036333,Eco DSLR 345,Eco DSLR 345 — quality cameras product.,12,44,618.63,345.15,161,3.43,1,2021-03-15T00:41:26Z
453,SKU-17-469062,Portable Air Fryer 523,Portable Air Fryer 523 — quality small appliances product.,17,4,162.55,122.4,205,0.78,0,2021-03-15T04:17:28Z
454,SKU-13-279917,Deluxe 4K TV 218,Deluxe 4K TV 218 — quality televisions product.,13,69,566.51,271.27,354,13.12,1,2021-03-15T09:16:15Z
455,SKU-12-826302,Smart DSLR 390,Smart DSLR 390 — quality cameras product.,12,70,332.25,163.3,160,1.78,1,2021-03-15T17:05:24Z
456,SKU-11-355094,Elite Headset 450,Elite Headset 450 — quality headphones product.,11,3,549.29,288.72,219,12.94,0,2021-03-16T00:06:34Z
457,SKU-12-282661,Deluxe Camera 163,Deluxe Camera 163 — quality cameras product.,12,28,561.82,378.49,51,4.16,1,2021-03-16T03:48:58Z
458,SKU-17-893026,Lightweight Air Fryer 107,Lightweight Air Fryer 107 — quality small appliances product.,17,54,513.38,277.28,372,7.21,1,2021-03-16T09:33:18Z
459,SKU-35-096470,Compact Dish Soap 280,Compact Dish Soap 280 — quality cleaning product.,35,2,558.57,265.62,114,0.25,1,2021-03-16T10:37:46Z
460,SKU-23-228097,Pro Handbook 303,Pro Handbook 303 — quality non-fiction product.,23,43,45.82,24.17,244,0.3,1,2021-03-16T14:20:40Z
461,SKU-13-413715,Eco Smart TV 242,Eco Smart TV 242 — quality televisions product.,13,11,248.64,115.93,481,0.26,1,2021-03-16T14:42:25Z
462,SKU-13-715092,Compact 4K TV 969,Compact 4K TV 969 — quality televisions product.,13,44,514.78,243.44,182,4.4,1,2021-03-16T14:52:28Z
463,SKU-19-696607,Premium Dress 902,Premium Dress 902 — quality women's product.,19,47,210.78,160.49,365,0.33,1,2021-03-16T20:33:54Z
464,SKU-35-068935,Elite All-Purpose Cleaner 892,Elite All-Purpose Cleaner 892 — quality cleaning product.,35,33,385.11,187.05,305,10.83,0,2021-03-17T01:27:34Z
465,SKU-9-790999,Eco Ultrabook 790,Eco Ultrabook 790 — quality laptops product.,9,36,499.29,258.1,475,7.58,0,2021-03-17T09:15:28Z
466,SKU-12-515523,Compact Camera 160,Compact Camera 160 — quality cameras product.,12,34,423.82,213.65,374,10.33,1,2021-03-17T11:32:11Z
467,SKU-25-537245,Elite Yoga Mat 879,Elite Yoga Mat 879 — quality fitness product.,25,50,279.55,170.71,154,8.01,1,2021-03-17T12:10:12Z
468,SKU-9-223795,Compact Notebook 241,Compact Notebook 241 — quality laptops product.,9,8,485.7,274.18,212,6.18,1,2021-03-17T18:22:29Z
469,SKU-12-326064,Deluxe Camera 642,Deluxe Camera 642 — quality cameras product.,12,12,467.5,336.78,209,5.57,1,2021-03-17T21:59:10Z
470,SKU-22-645061,Elite Novel 423,Elite Novel 423 — quality fiction product.,22,19,501.56,339.14,107,12.71,1,2021-03-17T22:40:16Z
471,SKU-22-494916,Heavy-Duty Hardcover 142,Heavy-Duty Hardcover 142 — quality fiction product.,22,50,15.83,11.61,310,10.98,1,2021-03-18T06:18:56Z
472,SKU-27-452214,Ultra Bike Light 639,Ultra Bike Light 639 — quality cycling product.,27,42,607.78,335.7,347,9.6,1,2021-03-18T09:10:49Z
473,SKU-13-554804,Lightweight LED TV 132,Lightweight LED TV 132 — quality televisions product.,13,56,270.93,205.08,306,4.46,1,2021-03-18T17:02:37Z
474,SKU-31-926497,Elite Cleanser 994,Elite Cleanser 994 — quality skincare product.,31,13,500.91,341.52,379,15.1,1,2021-03-19T01:02:13Z
475,SKU-10-873447,Max Smartphone 650,Max Smartphone 650 — quality smartphones product.,10,52,531.03,308.18,68,10.63,1,2021-03-19T03:38:54Z
476,SKU-35-534009,Essential All-Purpose Cleaner 238,Essential All-Purpose Cleaner 238 — quality cleaning product.,35,13,215.21,143.71,25,2.42,0,2021-03-19T11:16:56Z
477,SKU-29-685436,Classic Action Figure 816,Classic Action Figure 816 — quality action figures product.,29,60,71.5,35.7,316,14.25,1,2021-03-19T12:18:14Z
478,SKU-20-667447,Essential Kids Shorts 169,Essential Kids Shorts 169 — quality kids product.,20,57,427.22,197.3,300,12.03,1,2021-03-19T19:36:07Z
479,SKU-9-957749,Classic Laptop 266,Classic Laptop 266 — quality laptops product.,9,11,381.49,197.43,183,4.31,1,2021-03-19T20:01:50Z
480,SKU-9-727562,Premium Laptop 263,Premium Laptop 263 — quality laptops product.,9,66,485.01,243.28,66,9.7,1,2021-03-19T22:39:45Z
481,SKU-18-848801,Smart Jacket 418,Smart Jacket 418 — quality men's product.,18,58,226.3,146.23,407,7.54,1,2021-03-20T04:54:13Z
482,SKU-20-088658,Eco Kids T-Shirt 338,Eco Kids T-Shirt 338 — quality kids product.,20,1,476.92,271.74,377,2.1,1,2021-03-20T10:53:58Z
483,SKU-9-437579,Deluxe Chromebook 495,Deluxe Chromebook 495 — quality laptops product.,9,34,346.75,168.66,419,1.67,1,2021-03-20T14:43:59Z
484,SKU-24-737326,Max Picture Book 591,Max Picture Book 591 — quality children's books product.,24,6,112.44,74.94,193,0.11,1,2021-03-20T21:19:13Z
485,SKU-25-097618,Max Kettlebell 678,Max Kettlebell 678 — quality fitness product.,25,33,604.24,378.22,102,5.43,1,2021-03-20T22:03:29Z
486,SKU-15-979550,Smart Desk 587,Smart Desk 587 — quality furniture product.,15,57,756.94,391.49,317,0.66,0,2021-03-21T04:13:36Z
487,SKU-33-902454,Portable Shampoo 284,Portable Shampoo 284 — quality hair care product.,33,46,233.18,151.57,162,10.26,0,2021-03-21T09:39:08Z
488,SKU-17-557447,Essential Coffee Maker 839,Essential Coffee Maker 839 — quality small appliances product.,17,35,437.58,271.39,154,9.75,0,2021-03-21T11:18:04Z
489,SKU-29-292843,Max Action Figure 713,Max Action Figure 713 — quality action figures product.,29,13,55.41,33.2,313,13.18,1,2021-03-21T12:12:56Z
490,SKU-9-371638,Portable Chromebook 347,Portable Chromebook 347 — quality laptops product.,9,3,173.38,106.14,346,9.85,1,2021-03-21T18:34:39Z
491,SKU-9-744814,Heavy-Duty Laptop 931,Heavy-Duty Laptop 931 — quality laptops product.,9,49,455.57,239.12,400,14.19,1,2021-03-21T19:58:24Z
492,SKU-32-902332,Prime Eyeshadow Palette 482,Prime Eyeshadow Palette 482 — quality makeup product.,32,32,880.03,400.32,331,2.34,1,2021-03-22T02:30:09Z
493,SKU-23-316880,Ultra Guidebook 267,Ultra Guidebook 267 — quality non-fiction product.,23,14,334.04,153.94,474,7.5,0,2021-03-22T06:08:19Z
494,SKU-32-915225,Deluxe Lipstick 611,Deluxe Lipstick 611 — quality makeup product.,32,59,366.43,169.57,282,6.25,1,2021-03-22T08:54:07Z
495,SKU-24-519435,Pro Picture Book 194,Pro Picture Book 194 — quality children's books product.,24,14,413.13,285.21,421,3.82,1,2021-03-22T11:11:58Z
496,SKU-33-299707,Portable Shampoo 926,Portable Shampoo 926 — quality hair care product.,33,59,729.45,339.86,388,5.21,1,2021-03-22T11:53:05Z
497,SKU-14-181932,Deluxe Frying Pan 457,Deluxe Frying Pan 457 — quality cookware product.,14,39,524.38,325.76,10,8.33,1,2021-03-22T15:08:57Z
498,SKU-16-094538,Essential Duvet 135,Essential Duvet 135 — quality bedding product.,16,68,546.17,258.65,412,5.07,0,2021-03-22T19:02:02Z
499,SKU-18-079998,Max T-Shirt 525,Max T-Shirt 525 — quality men's product.,18,66,107.52,78.92,86,2.07,0,2021-03-22T23:50:30Z
500,SKU-31-065853,Heavy-Duty Face Cream 494,Heavy-Duty Face Cream 494 — quality skincare product.,31,54,728.76,355.14,418,8.49,1,2021-03-23T04:25:48Z
501,SKU-22-343317,Heavy-Duty Hardcover 392,Heavy-Duty Hardcover 392 — quality fiction product.,22,6,577.73,364.46,451,9.15,1,2021-03-23T09:00:37Z
502,SKU-25-082342,Max Yoga Mat 766,Max Yoga Mat 766 — quality fitness product.,25,7,57.77,29.21,214,3.08,1,2021-03-23T17:00:11Z
503,SKU-14-432322,Prime Dutch Oven 631,Prime Dutch Oven 631 — quality cookware product.,14,13,42.55,20.54,462,7.31,1,2021-03-23T18:13:25Z
504,SKU-26-175415,Portable Tent 459,Portable Tent 459 — quality camping product.,26,9,421.16,306.92,304,13.66,1,2021-03-23T19:20:48Z
505,SKU-21-204528,Compact Boots 775,Compact Boots 775 — quality shoes product.,21,44,426.24,218.61,262,12.72,1,2021-03-23T23:16:03Z
506,SKU-18-636892,Compact T-Shirt 324,Compact T-Shirt 324 — quality men's product.,18,68,79.59,40.64,85,8.6,0,2021-03-24T00:06:43Z
507,SKU-15-803987,Pro Desk 350,Pro Desk 350 — quality furniture product.,15,63,454.58,325.65,185,13.52,1,2021-03-24T00:40:19Z
508,SKU-13-671180,Max Smart TV 970,Max Smart TV 970 — quality televisions product.,13,41,492.98,279.6,241,13.85,1,2021-03-24T06:13:35Z
509,SKU-24-966508,Smart Picture Book 762,Smart Picture Book 762 — quality children's books product.,24,1,465.85,290.1,31,7.21,1,2021-03-24T10:10:05Z
510,SKU-11-339207,Heavy-Duty Earbuds 111,Heavy-Duty Earbuds 111 — quality headphones product.,11,64,10.63,7.29,245,3.57,1,2021-03-24T16:32:05Z
511,SKU-13-126494,Pro Smart TV 268,Pro Smart TV 268 — quality televisions product.,13,34,26.98,13.86,337,12.45,1,2021-03-24T22:37:41Z
512,SKU-17-487291,Lightweight Blender 211,Lightweight Blender 211 — quality small appliances product.,17,69,625.71,325.12,35,8.81,1,2021-03-25T02:02:20Z
513,SKU-21-579259,Eco Running Shoes 194,Eco Running Shoes 194 — quality shoes product.,21,62,456.6,333.64,351,4.12,0,2021-03-25T04:29:00Z
514,SKU-19-217433,Max Leggings 384,Max Leggings 384 — quality women's product.,19,35,353.98,191.82,331,9.91,1,2021-03-25T04:44:02Z
515,SKU-35-094406,Deluxe Laundry Detergent 107,Deluxe Laundry Detergent 107 — quality cleaning product.,35,43,239.78,135.85,4,10.83,1,2021-03-25T10:18:58Z
516,SKU-21-529522,Compact Sneakers 397,Compact Sneakers 397 — quality shoes product.,21,11,591.52,282.48,293,11.89,1,2021-03-25T16:25:16Z
517,SKU-12-679503,Pro Action Cam 389,Pro Action Cam 389 — quality cameras product.,12,34,204.4,105.03,119,14.87,1,2021-03-25T20:55:09Z
518,SKU-20-481779,Deluxe Kids Shorts 971,Deluxe Kids Shorts 971 — quality kids product.,20,31,60.83,36.74,475,12.5,1,2021-03-26T00:41:48Z
519,SKU-30-408888,Elite Learning Toy 946,Elite Learning Toy 946 — quality educational product.,30,54,551.26,295.14,204,13.03,1,2021-03-26T07:07:47Z
520,SKU-24-099116,Heavy-Duty Picture Book 241,Heavy-Duty Picture Book 241 — quality children's books product.,24,19,329.19,180.81,300,1.25,1,2021-03-26T07:17:38Z
521,SKU-21-765397,Heavy-Duty Running Shoes 862,Heavy-Duty Running Shoes 862 — quality shoes product.,21,64,664.49,373.78,212,1.92,1,2021-03-26T10:35:39Z
522,SKU-33-415187,Compact Shampoo 746,Compact Shampoo 746 — quality hair care product.,33,51,126.92,61.3,20,6.85,1,2021-03-26T11:04:17Z
523,SKU-29-140110,Deluxe Action Figure 415,Deluxe Action Figure 415 — quality action figures product.,29,6,135.67,77.2,268,8.52,1,2021-03-26T13:25:07Z
524,SKU-30-039645,Pro Learning Toy 123,Pro Learning Toy 123 — quality educational product.,30,46,213.26,107.81,449,4.7,1,2021-03-26T18:23:11Z
525,SKU-34-511593,Heavy-Duty Multivitamin 415,Heavy-Duty Multivitamin 415 — quality vitamins product.,34,17,749.91,400.11,205,13.49,1,2021-03-26T21:27:40Z
526,SKU-25-153330,Pro Resistance Bands 116,Pro Resistance Bands 116 — quality fitness product.,25,55,15.95,12.04,354,10.46,1,2021-03-26T23:06:17Z
527,SKU-13-831549,Premium Smart TV 467,Premium Smart TV 467 — quality televisions product.,13,17,335.13,229.32,484,10.1,1,2021-03-26T23:56:20Z
528,SKU-21-833364,Elite Boots 913,Elite Boots 913 — quality shoes product.,21,16,344.64,170.78,307,11.52,0,2021-03-27T07:41:00Z
529,SKU-21-668237,Prime Sneakers 786,Prime Sneakers 786 — quality shoes product.,21,21,387.57,182.76,181,13.39,1,2021-03-27T09:20:05Z
530,SKU-23-202871,Eco Biography 280,Eco Biography 280 — quality non-fiction product.,23,30,540.43,299.94,422,13.12,1,2021-03-27T15:38:26Z
531,SKU-20-551571,Ultra Kids Jacket 167,Ultra Kids Jacket 167 — quality kids product.,20,70,106.14,54.97,300,10.2,1,2021-03-27T21:55:49Z
