id,order_id,payment_method,amount,status,transaction_id,paid_at
4850,4850,credit_card,2986.42,completed,TXN-2TR2EIU0IZ,2022-04-03T00:47:18Z
4851,4851,debit_card,295.93,completed,TXN-XCIL4CTNMV,2023-12-31T20:21:08Z
4852,4852,debit_card,1810.4,completed,TXN-Z1CT6LFTYC,2025-01-26T08:03:25Z
4853,4853,debit_card,537.02,completed,TXN-19VBECMNXU,2023-09-23T03:28:22Z
4854,4854,credit_card,3801.88,completed,TXN-OQMZBWD53J,2023-10-20T08:16:39Z
4855,4855,credit_card,2260.57,completed,TXN-195EGFGROO,2024-02-15T16:54:24Z
4856,4856,apple_pay,927.1,completed,TXN-F9KBJB7VL4,2022-12-01T03:41:52Z
4857,4857,credit_card,406.08,completed,TXN-2VV9NVH6VS,2023-04-29T11:13:16Z
4858,4858,debit_card,2765.15,pending,TXN-D9DWP7JC3U,
4859,4859,debit_card,1184.3,completed,TXN-QH355PAJCM,2024-08-16T11:36:46Z
4860,4860,credit_card,2421.16,completed,TXN-A9UI0BWA9M,2022-01-14T19:23:55Z
4861,4861,credit_card,4262.58,refunded,TXN-PCWHNEGDIE,2025-01-05T02:22:51Z
4862,4862,debit_card,468.22,completed,TXN-QM5G7KWL1Y,2023-09-07T21:49:39Z
4863,4863,gift_card,2101.01,completed,TXN-JYQS7VKHYW,2024-05-29T16:49:36Z
4864,4864,credit_card,2373.13,completed,TXN-VCA3C021SL,2024-02-10T04:29:57Z
4865,4865,apple_pay,2204.4,completed,TXN-BL6T7WWRKD,2024-12-27T08:54:20Z
4866,4866,debit_card,601.01,refunded,TXN-AKCR6XOF2B,2024-06-16T07:37:23Z
4867,4867,credit_card,2367.13,completed,TXN-5YA2SXZHIV,2025-01-20T04:22:39Z
4868,4868,apple_pay,680.23,completed,TXN-2TWO8L4R1D,2024-08-22T06:51:16Z
4869,4869,debit_card,1574.03,completed,TXN-5896NWRT2N,2023-06-26T15:38:51Z
4870,4870,credit_card,1079.81,completed,TXN-HW7ER7HGFK,2024-12-18T11:57:11Z
4871,4871,paypal,219.74,completed,TXN-PYG760CX68,2022-07-15T04:54:56Z
4872,4872,debit_card,803.48,completed,TXN-UIDU3XQ2RB,2024-04-25T04:24:15Z
4873,4873,credit_card,380.8,completed,TXN-LWGW01V4L9,2022-11-08T14:08:31Z
4874,4874,credit_card,1696.74,completed,TXN-T4J6R2RZTZ,2024-04-30T08:26:47Z
4875,4875,credit_card,1355.36,completed,TXN-52SZ05F7OC,2023-12-19T13:59:46Z
4876,4876,credit_card,1018.96,completed,TXN-JWG5U9PYAQ,2024-02-21T09:20:06Z
4877,4877,debit_card,1010.25,completed,TXN-1GO1S1RCEO,2024-12-04T21:42:36Z
4878,4878,apple_pay,3715.22,completed,TXN-SV0U3O9NL3,2024-05-04T23:59:23Z
4879,4879,debit_card,3197.21,completed,TXN-EHIKE94AVT,2024-08-15T08:24:07Z
4880,4880,credit_card,4173.78,completed,TXN-C3KIMIW0W7,2023-05-17T20:20:44Z
4881,4881,credit_card,1143.61,completed,TXN-VV07S24AVP,2023-12-21T21:51:45Z
4882,4882,apple_pay,2334.37,pending,TXN-LT3PUDFSU2,
4883,4883,apple_pay,702.42,completed,TXN-9TCINGYOX6,2025-01-16T11:10:07Z
4884,4884,credit_card,2167.92,completed,TXN-09PFFTCKCF,2025-01-05T05:14:33Z
4885,4885,google_pay,127.37,completed,TXN-TGINIEQ49J,2022-12-15T07:11:13Z
4886,4886,credit_card,642.83,completed,TXN-92FLB4WP3T,2024-08-07T12:44:40Z
4887,4887,paypal,3241.83,completed,TXN-P13Y2ZPR2K,2023-05-06T19:19:52Z
4888,4888,debit_card,155.79,completed,TXN-RZTM8ZLFY7,2024-10-08T22:19:31Z
4889,4889,credit_card,1086.44,completed,TXN-TJ79YAXTRG,2023-03-02T22:46:02Z
4890,4890,credit_card,923.97,completed,TXN-9Y8JFPW5LL,2024-06-20T00:56:48Z
4891,4891,google_pay,2952.39,completed,TXN-1SJ31RA1TE,2024-01-27T22:58:27Z
4892,4892,apple_pay,609.54,completed,TXN-UY7LASIAJZ,2022-07-21T04:08:11Z
4893,4893,credit_card,3433.33,completed,TXN-093SMII9UX,2024-02-26T14:06:22Z
4894,4894,credit_card,1759.19,completed,TXN-WUAIDZMWXH,2024-11-17T03:54:25Z
4895,4895,credit_card,4498.52,completed,TXN-PX9CYVU469,2022-12-25T10:28:44Z
4896,4896,credit_card,1796.73,completed,TXN-7T51YQZ5TF,2024-10-28T02:27:26Z
4897,4897,credit_card,2558.04,completed,TXN-3TIZ7MAS7K,2024-05-31T05:11:50Z
4898,4898,credit_card,1903.44,completed,TXN-P2X7PYHXOD,2024-01-28T00:55:59Z
4899,4899,apple_pay,588.96,completed,TXN-6OSGGRQNZ9,2023-10-27T20:12:08Z
4900,4900,gift_card,4261.22,completed,TXN-EZ3WV6W691,2023-07-30T19:13:04Z
4901,4901,paypal,435.52,completed,TXN-GNPJAANP0O,2023-02-14T04:44:30Z
4902,4902,credit_card,2539.05,completed,TXN-745BEP9IN1,2024-03-25T19:28:40Z
4903,4903,debit_card,1445.81,failed,TXN-O6XGU83GHD,
4904,4904,apple_pay,2231.08,completed,TXN-CIK41OLCNA,2024-11-10T14:15:04Z
4905,4905,credit_card,4005.17,completed,TXN-81WXWC17AT,2023-05-23T18:27:21Z
4906,4906,paypal,632.03,completed,TXN-MUV1NOYWYY,2023-06-09T20:56:25Z
4907,4907,paypal,1007.13,completed,TXN-60PTVVFDQ2,2024-10-06T19:37:37Z
4908,4908,google_pay,2495.71,completed,TXN-TKM1TBMYGS,2024-12-23T14:30:04Z
4909,4909,credit_card,444.88,completed,TXN-ME4L20Z4FR,2023-09-26T01:57:10Z
4910,4910,credit_card,3694.25,completed,TXN-M7A2QQNJ3K,2024-04-19T12:25:37Z
4911,4911,apple_pay,93.66,completed,TXN-97TNLNFY6G,2025-01-06T23:38:34Z
4912,4912,paypal,3777.45,completed,TXN-4OLJG3OBC8,2022-09-03T02:53:48Z
4913,4913,paypal,3802.01,completed,TXN-BQ0MHLG440,2024-12-03T23:20:21Z
4914,4914,debit_card,3032.08,completed,TXN-WYRV7AJY2E,2022-12-25T03:55:16Z
4915,4915,debit_card,1480.47,completed,TXN-IOWCI6KXP9,2024-04-14T12:43:57Z
4916,4916,debit_card,668.84,completed,TXN-4RQLOQYL3Z,2024-10-03T16:00:04Z
4917,4917,credit_card,4460.04,completed,TXN-P0GJ09FH9P,2024-09-10T05:08:52Z
4918,4918,credit_card,1075.57,completed,TXN-PXZW4FH0B9,2024-02-20T12:23:26Z
4919,4919,paypal,631.78,completed,TXN-PQS38F7KO1,2024-07-08T13:42:21Z
4920,4920,credit_card,2442.83,completed,TXN-2MYAPAFEFW,2024-06-14T11:53:51Z
4921,4921,google_pay,1489,completed,TXN-QJBA9WNF61,2024-07-03T01:53:35Z
4922,4922,credit_card,712.09,completed,TXN-98OWL7NEMC,2023-02-04T00:17:31Z
4923,4923,paypal,3696.72,completed,TXN-M25NGM55KN,2025-01-23T12:21:29Z
4924,4924,credit_card,83.63,completed,TXN-26X9DN1DTA,2022-03-22T09:10:40Z
4925,4925,debit_card,3108.22,pending,TXN-M2HFKOFZYN,
4926,4926,google_pay,2631.91,completed,TXN-ME9MU9B4IC,2024-06-08T17:33:22Z
4927,4927,google_pay,4234.69,pending,TXN-QJ35G9B05,
4928,4928,debit_card,6242.45,failed,TXN-8B2G6SQI1A,
4929,4929,credit_card,365.41,completed,TXN-POPYQ7U7UX,2023-07-25T11:34:01Z
4930,4930,credit_card,4137.52,completed,TXN-XTAJV6LTTP,2022-03-03T14:17:37Z
4931,4931,debit_card,4873.99,completed,TXN-Q8N2E07M09,2024-10-20T17:33:29Z
4932,4932,paypal,238.86,completed,TXN-QDDP6C3SJB,2022-11-13T15:15:03Z
4933,4933,debit_card,422.46,completed,TXN-G3KFEBG76Z,2023-03-09T01:03:24Z
4934,4934,apple_pay,242.47,completed,TXN-RX8M136WX5,2023-06-15T05:48:21Z
4935,4935,paypal,22.67,completed,TXN-ZF8O15C3EP,2024-09-25T23:28:28Z
4936,4936,credit_card,81.77,completed,TXN-1S8C6M58RR,2024-11-30T05:16:46Z
4937,4937,paypal,3287.43,completed,TXN-PBRP3SJKUV,2023-12-16T18:38:27Z
4938,4938,credit_card,2573.54,completed,TXN-IC2QS7KPNF,2023-11-23T12:46:32Z
4939,4939,credit_card,3446.84,completed,TXN-Y43HSE5DOM,2024-11-30T15:00:46Z
4940,4940,debit_card,1155.41,completed,TXN-9QQAXYF64D,2024-03-25T12:01:19Z
4941,4941,credit_card,1664.99,completed,TXN-EZXJA8VI4M,2024-03-05T19:00:40Z
4942,4942,paypal,1280.85,completed,TXN-5NYFOPI421,2023-05-23T06:16:23Z
4943,4943,debit_card,2121.97,completed,TXN-UX4EJHZZVY,2024-10-03T14:52:01Z
4944,4944,paypal,2331.17,completed,TXN-TYZA3EAW4K,2024-08-11T08:42:08Z
4945,4945,credit_card,155.45,completed,TXN-LKAB3UYFHN,2024-04-13T03:11:13Z
4946,4946,debit_card,1990.88,completed,TXN-1NDZ3U35Y3,2024-12-09T12:09:27Z
4947,4947,credit_card,1675.94,pending,TXN-0Z8O1D0I66,
4948,4948,credit_card,784.66,failed,TXN-37LXSRP6D0,
4949,4949,credit_card,2211.62,completed,TXN-FRB3WC5VVV,2024-06-22T23:51:46Z
4950,4950,paypal,366.49,refunded,TXN-ZBWLIDU1G9,2022-12-19T15:46:14Z
4951,4951,paypal,1846.7,completed,TXN-DNVOE05FJA,2025-01-05T04:59:07Z
4952,4952,credit_card,925.82,completed,TXN-8UQB4JMH09,2024-12-25T03:51:01Z
4953,4953,credit_card,3796.9,refunded,TXN-4LZ8HS7ANK,2024-02-14T01:39:24Z
4954,4954,paypal,210.08,completed,TXN-QU5N3HG64I,2023-08-01T16:57:04Z
4955,4955,gift_card,3003.84,completed,TXN-203KVPV7ZJ,2025-01-18T18:10:07Z
4956,4956,credit_card,2145.2,completed,TXN-4FU5NZBM1G,2023-11-17T06:12:29Z
4957,4957,credit_card,2820.68,completed,TXN-QZM3GMG3UW,2023-08-01T04:31:40Z
4958,4958,credit_card,2544.48,completed,TXN-A7BT4OU8ZO,2024-08-02T10:16:11Z
4959,4959,apple_pay,276.24,completed,TXN-FMH9QYKCLT,2023-05-19T01:57:41Z
4960,4960,debit_card,3957.94,completed,TXN-S76TRJXOZY,2025-01-28T22:52:12Z
4961,4961,google_pay,2844.01,completed,TXN-JGXEAACJZC,2023-09-14T12:11:41Z
4962,4962,apple_pay,491.83,refunded,TXN-4OP1V9VC9B,2021-08-06T09:51:08Z
4963,4963,credit_card,1044.66,completed,TXN-OP1HH2BW2Z,2022-10-01T19:20:36Z
4964,4964,credit_card,1390.61,completed,TXN-24V4R8T7OD,2025-01-22T13:23:28Z
4965,4965,debit_card,2331.82,completed,TXN-YITR8SWAE9,2023-11-14T02:32:37Z
4966,4966,paypal,3672.53,completed,TXN-5RVQJO1KZJ,2024-06-23T19:48:53Z
4967,4967,apple_pay,3322.64,pending,TXN-55Z34K24DN,
4968,4968,credit_card,989.75,completed,TXN-8E422T341O,2023-03-05T03:04:50Z
4969,4969,credit_card,6249.51,completed,TXN-73BLWAG2PW,2024-09-14T17:26:42Z
4970,4970,debit_card,3878.76,pending,TXN-V58AISDFYM,
4971,4971,credit_card,2006.96,completed,TXN-4HGEOZZURM,2022-12-03T14:04:58Z
4972,4972,google_pay,1273.24,completed,TXN-RECB50RE8E,2022-04-04T07:47:43Z
4973,4973,credit_card,3231.77,completed,TXN-CADXVBX9BJ,2023-07-04T19:20:32Z
4974,4974,credit_card,1241.26,completed,TXN-DC21OM8UUI,2024-04-22T12:47:24Z
4975,4975,apple_pay,883.37,completed,TXN-LDVK9F0QLL,2024-12-24T06:11:44Z
4976,4976,credit_card,2025.95,completed,TXN-QE7LQRNLDX,2024-10-21T02:03:41Z
4977,4977,credit_card,2218.54,completed,TXN-LOCOE4X92Z,2024-12-14T15:04:02Z
4978,4978,google_pay,4749.92,pending,TXN-X3WAZPQYPM,
4979,4979,credit_card,3307.79,completed,TXN-0ZHZIDEA15,2024-06-27T21:53:02Z
4980,4980,paypal,6878.45,completed,TXN-W9SM1S017H,2024-10-09T13:26:18Z
4981,4981,paypal,566.74,completed,TXN-LJFOZZP1MP,2024-12-02T18:19:26Z
4982,4982,google_pay,4191.84,completed,TXN-QDJIN2FK52,2025-01-20T16:34:32Z
4983,4983,credit_card,2729.99,completed,TXN-RU9R7SE5J4,2022-10-06T19:12:18Z
4984,4984,debit_card,47.54,completed,TXN-317DMPSJVV,2022-02-02T03:38:25Z
4985,4985,paypal,4388.17,completed,TXN-094XKO3J80,2025-01-15T16:56:28Z
4986,4986,paypal,2818.49,completed,TXN-LAPHO6U0TN,2021-12-30T01:48:29Z
4987,4987,credit_card,1089.41,completed,TXN-03FM75XN8K,2022-02-04T12:36:27Z
4988,4988,google_pay,1725.38,completed,TXN-RA15L1ZIE1,2025-01-02T00:18:43Z
4989,4989,debit_card,757.72,refunded,TXN-LLX4GMKKVW,2025-01-27T21:42:50Z
4990,4990,debit_card,1174.47,completed,TXN-LVGHPFQU6B,2023-02-14T03:18:22Z
4991,4991,gift_card,3885.52,completed,TXN-CRFV1DQZDR,2025-01-02T05:06:13Z
4992,4992,debit_card,2286.74,completed,TXN-2L5MDIWTXK,2024-11-09T09:08:31Z
4993,4993,credit_card,1423.29,completed,TXN-1Z45ZRATK9,2022-03-13T03:17:33Z
4994,4994,debit_card,573.1,completed,TXN-J5S47TYVEY,2023-10-01T05:12:53Z
4995,4995,google_pay,1516.76,completed,TXN-YUKT2YGIN5,2021-11-25T23:15:52Z
4996,4996,debit_card,1018.65,pending,TXN-YKH3VXELHD,
4997,4997,debit_card,3488.46,pending,TXN-O7WC98VRB5,
4998,4998,credit_card,2680.03,completed,TXN-7YHPAD0KRR,2024-05-05T17:50:07Z
4999,4999,debit_card,45.06,completed,TXN-MKLDDOXWY2,2024-01-14T23:14:14Z
5000,5000,credit_card,2020.27,completed,TXN-L9LOHPNWC8,2024-07-19T08:56:54Z
5001,5001,credit_card,1413.13,completed,TXN-COPWS71FCG,2024-08-30T23:16:42Z
5002,5002,credit_card,2836.51,completed,TXN-B3LTN9HXD9,2024-10-06T05:01:50Z
5003,5003,credit_card,87.81,pending,TXN-XN8GX1SR0H,
5004,5004,paypal,415.28,completed,TXN-1H6AU7TGJ1,2022-08-20T14:19:59Z
5005,5005,debit_card,601.81,completed,TXN-65WGJX8IZH,2024-03-13T22:14:45Z
5006,5006,credit_card,583.16,completed,TXN-3AXR0NMFTT,2024-12-25T04:02:36Z
5007,5007,paypal,568.82,completed,TXN-SAJ3DZLHEW,2023-05-26T20:02:11Z
5008,5008,credit_card,1267.86,completed,TXN-JMUJTZFZGY,2024-03-26T07:44:59Z
5009,5009,debit_card,642.18,completed,TXN-G7FL940N88,2024-04-20T19:02:18Z
5010,5010,paypal,1674.38,completed,TXN-JNXHLBMHBC,2024-04-06T09:35:34Z
5011,5011,debit_card,1278.54,completed,TXN-1H1DE0YC8A,2024-09-26T04:59:57Z
5012,5012,debit_card,2495.98,completed,TXN-1REX8SCG67,2024-10-22T15:00:51Z
5013,5013,apple_pay,343.1,completed,TXN-WJF9YM62G6,2022-07-18T00:46:09Z
5014,5014,credit_card,1136.82,completed,TXN-YWXVCSGF4W,2025-01-06T17:10:59Z
5015,5015,paypal,2903.63,completed,TXN-TO3YFOOGNX,2023-07-06T19:04:14Z
5016,5016,debit_card,1492.29,completed,TXN-1MXZH6EC96,2024-03-14T03:06:59Z
5017,5017,apple_pay,5295.3,refunded,TXN-H60TAII4X6,2024-12-08T17:04:49Z
5018,5018,credit_card,4093.38,completed,TXN-I0P8DMPKPZ,2024-10-09T06:33:02Z
5019,5019,paypal,5304,completed,TXN-AKQKBJ62RA,2023-09-22T10:27:55Z
5020,5020,credit_card,1534.8,pending,TXN-BD8ZYSCRGA,
5021,5021,debit_card,111.18,completed,TXN-SXSMTEKGNX,2025-01-21T02:03:25Z
5022,5022,debit_card,3109.58,completed,TXN-GZDPMZ8C3Q,2022-01-09T07:52:59Z
5023,5023,credit_card,1303.59,completed,TXN-7EMFEE6BUL,2024-01-10T15:26:32Z
5024,5024,google_pay,2029.73,completed,TXN-4GZ6C3CMBI,2024-10-01T15:04:48Z
5025,5025,gift_card,33.21,completed,TXN-HTEBAR2A0P,2024-07-20T14:34:01Z
5026,5026,credit_card,5096.61,completed,TXN-2LPT7U07JL,2024-12-06T08:56:11Z
5027,5027,google_pay,1937.72,pending,TXN-E2QVY3F60R,
5028,5028,paypal,901.07,completed,TXN-22Z9P4HCP9,2023-04-18T01:25:20Z
5029,5029,paypal,681.26,completed,TXN-V514U25M03,2024-09-26T06:47:29Z
5030,5030,debit_card,5437.48,completed,TXN-MUBLP7B2QB,2024-06-11T19:26:49Z
5031,5031,credit_card,1558.86,completed,TXN-X9IPRJ53Z6,2024-04-19T18:26:19Z
5032,5032,debit_card,823.68,pending,TXN-53HS9ULLJU,
5033,5033,credit_card,1894.94,completed,TXN-ATAWNUE6NY,2021-11-14T19:25:57Z
5034,5034,google_pay,128.36,completed,TXN-77LYXWYVAR,2024-11-18T03:34:04Z
5035,5035,credit_card,1710.26,completed,TXN-JJJAUTABTA,2021-09-06T07:54:21Z
5036,5036,credit_card,726.2,completed,TXN-8Q6LJFL652,2024-12-10T11:03:33Z
5037,5037,debit_card,580.35,completed,TXN-U52GOYCXS8,2025-01-18T11:23:57Z
5038,5038,debit_card,2208.92,completed,TXN-OB09OTKKWD,2023-03-04T02:40:33Z
5039,5039,credit_card,916.31,completed,TXN-7XW684544Q,2023-08-19T13:41:36Z
5040,5040,debit_card,366.36,completed,TXN-DC7H4SWC4F,2024-10-11T21:12:08Z
5041,5041,apple_pay,4581.54,completed,TXN-597R3SZZJO,2024-01-27T23:38:46Z
5042,5042,apple_pay,3963.41,completed,TXN-IF7R2VKTXY,2024-09-29T10:46:21Z
5043,5043,apple_pay,2336.52,completed,TXN-J8OUGVQUS2,2024-11-07T21:18:38Z
5044,5044,paypal,2344.65,completed,TXN-9QIIRFMVT1,2024-04-09T08:32:34Z
5045,5045,credit_card,4283.84,completed,TXN-ZHYQH1IZJZ,2023-06-06T13:41:09Z
5046,5046,credit_card,3284.7,pending,TXN-ZM2MJVVAEO,
5047,5047,debit_card,843.3,completed,TXN-BUYABL8RWA,2023-12-07T22:53:34Z
5048,5048,paypal,5082,completed,TXN-8BDEZ0Z28H,2025-01-28T19:42:35Z
5049,5049,credit_card,183.98,completed,TXN-BLYHS2JVSG,2023-12-31T06:17:43Z
5050,5050,debit_card,4141.54,refunded,TXN-WG16XSQIP,2022-10-09T23:59:02Z
5051,5051,debit_card,2729.78,completed,TXN-NN26OWO6PH,2024-10-26T16:03:30Z
5052,5052,apple_pay,1085.18,completed,TXN-20NPXKRHP0,2024-07-29T22:40:39Z
5053,5053,debit_card,1488.78,completed,TXN-WTPQ0POOP6,2021-09-07T09:45:24Z
5054,5054,apple_pay,185.35,completed,TXN-GYVT6YUSYX,2023-09-05T05:42:46Z
5055,5055,credit_card,987.02,completed,TXN-OYNXM0NAQA,2021-04-25T01:08:45Z
5056,5056,credit_card,327.49,completed,TXN-HE9F3UYF9,2024-12-03T09:34:54Z
5057,5057,apple_pay,315.01,completed,TXN-RKPSDMP3ZR,2022-12-24T12:33:03Z
5058,5058,paypal,420.98,completed,TXN-K0R5ZP42RR,2023-06-11T23:28:39Z
5059,5059,paypal,392.63,completed,TXN-5KEGF3GUD3,2024-07-13T02:57:37Z
5060,5060,debit_card,2230.16,pending,TXN-0R7CKMWLG4,
5061,5061,debit_card,2021.21,completed,TXN-R6LQ1RYRRC,2024-02-10T09:10:57Z
5062,5062,credit_card,1174.59,failed,TXN-4QWHAE55A1,
5063,5063,credit_card,801.24,completed,TXN-OF5P7Y32UZ,2024-12-02T17:18:01Z
5064,5064,apple_pay,3596.03,refunded,TXN-20SSGI5T17,2024-02-20T18:25:31Z
5065,5065,credit_card,277.33,pending,TXN-C5HX7CYJMK,
5066,5066,credit_card,445.71,completed,TXN-OLF0UFPOO2,2024-07-17T13:10:32Z
5067,5067,credit_card,1801.05,completed,TXN-NEMQFCEQUE,2024-12-16T11:07:34Z
5068,5068,paypal,1835.4,completed,TXN-Z5GQ4CF1TK,2024-11-14T15:29:50Z
5069,5069,paypal,1633.4,completed,TXN-RBD7Q9RMW0,2025-01-07T22:58:13Z
5070,5070,credit_card,2138.34,completed,TXN-7SY2PJSO8M,2024-09-24T05:38:11Z
5071,5071,credit_card,3197.16,completed,TXN-MMYM5M73KI,2024-02-26T00:04:42Z
5072,5072,paypal,1823.39,completed,TXN-WGXSH8YHOT,2024-12-16T23:38:47Z
5073,5073,credit_card,3211.44,completed,TXN-T7AKFZYULA,2024-12-07T20:59:24Z
5074,5074,debit_card,339.92,completed,TXN-V2HIBIYVGI,2021-12-05T04:30:14Z
5075,5075,paypal,1463.04,completed,TXN-7NRQU2VU4D,2024-12-10T08:01:55Z
5076,5076,credit_card,2832.48,completed,TXN-T6ZZXDXKAH,2024-06-21T19:39:32Z
5077,5077,paypal,90.17,completed,TXN-SVZQMJ9HIW,2021-07-20T14:42:33Z
5078,5078,debit_card,770.85,refunded,TXN-S59JYMTZ0U,2023-01-23T23:50:16Z
5079,5079,credit_card,498.72,completed,TXN-K5YWLCZNQZ,2024-09-18T00:00:28Z
5080,5080,credit_card,3678.16,completed,TXN-AHC1T43L12,2022-11-15T09:42:59Z
5081,5081,paypal,2237.74,completed,TXN-AGE1BJLI6R,2024-08-25T11:21:09Z
5082,5082,credit_card,2130.58,completed,TXN-1F0RCTM6CV,2023-08-10T21:12:58Z
5083,5083,gift_card,170.32,refunded,TXN-CH4CJ14WU2,2023-09-20T20:22:17Z
5084,5084,credit_card,2147.18,completed,TXN-88WY5XN9MT,2023-09-07T23:14:09Z
5085,5085,gift_card,1292.47,completed,TXN-X1G5GRABTL,2023-08-08T07:44:10Z
5086,5086,apple_pay,1395.19,completed,TXN-IEBL2NVNN9,2023-08-30T08:42:20Z
5087,5087,credit_card,302.85,pending,TXN-AOJQKNYD19,
5088,5088,credit_card,1113.76,pending,TXN-E8NPSQNJII,
5089,5089,credit_card,2381.37,completed,TXN-2BLQZE1TYM,2023-03-10T18:34:12Z
5090,5090,debit_card,1908.62,completed,TXN-12EYTAO78G,2023-03-01T08:40:55Z
5091,5091,google_pay,372.75,completed,TXN-SOH0ZC00XO,2023-08-12T17:45:50Z
5092,5092,credit_card,3156.7,completed,TXN-3PQLD6HK7Z,2023-05-01T05:26:02Z
5093,5093,paypal,554.09,completed,TXN-ZKZFJ0ZD0H,2024-06-10T21:07:16Z
5094,5094,credit_card,2810.24,failed,TXN-CAB9XI3ZHC,
5095,5095,paypal,2533.37,completed,TXN-ORSTVW2QPE,2022-11-02T15:02:41Z
5096,5096,debit_card,819.21,completed,TXN-POTLAH4RUK,2024-05-06T22:54:14Z
5097,5097,debit_card,2613.19,completed,TXN-QXE8PSALUY,2024-06-21T20:31:20Z
5098,5098,credit_card,1602.84,completed,TXN-7K9EQIA9PC,2024-10-25T06:49:11Z
5099,5099,credit_card,5192.58,pending,TXN-G0OOSG41TP,
5100,5100,credit_card,1683.1,completed,TXN-JNL7F77XQJ,2023-02-02T22:35:01Z
5101,5101,credit_card,2336.7,completed,TXN-HA48Q2NG6F,2023-08-23T06:48:59Z
5102,5102,paypal,4612.9,completed,TXN-5BFFLOW3S3,2022-09-09T08:19:22Z
5103,5103,debit_card,1999.26,completed,TXN-G4HTILO8DC,2023-06-25T18:23:10Z
5104,5104,google_pay,1879.58,completed,TXN-DXISI5VDI2,2024-11-25T06:02:25Z
5105,5105,credit_card,1198.55,completed,TXN-1E68RVNZGF,2023-05-12T18:19:42Z
5106,5106,google_pay,1517.41,completed,TXN-HAZJHOZ4RK,2024-09-18T00:23:02Z
5107,5107,credit_card,2864.2,completed,TXN-I8RHO0FCMY,2024-11-25T05:06:38Z
5108,5108,paypal,2143.89,completed,TXN-7E6ZG3PO3W,2024-09-05T08:15:04Z
5109,5109,credit_card,1098.33,completed,TXN-Z7K2WX6Y0T,2024-12-06T15:44:25Z
5110,5110,credit_card,1137.22,completed,TXN-5TGP2D598G,2023-04-11T00:42:19Z
5111,5111,apple_pay,1133.65,completed,TXN-8PY19HZRUR,2024-08-18T02:06:37Z
5112,5112,credit_card,1194.03,pending,TXN-38WD615LHU,
5113,5113,credit_card,1114.69,refunded,TXN-1252MKJZPP,2023-11-15T22:27:28Z
5114,5114,credit_card,2455.72,completed,TXN-K7KD4OCPME,2024-08-21T21:43:25Z
5115,5115,credit_card,2105.78,completed,TXN-528HWNFH43,2024-04-29T07:15:37Z
5116,5116,credit_card,3059.79,completed,TXN-62L62D6YU8,2023-07-19T21:09:13Z
5117,5117,credit_card,1898.94,completed,TXN-RK0RD5H9BR,2023-10-02T20:14:40Z
5118,5118,paypal,884.15,completed,TXN-6EZKJ105UW,2025-01-22T12:25:01Z
5119,5119,gift_card,1717.3,completed,TXN-QYTCQPSPT1,2023-08-12T15:49:40Z
5120,5120,google_pay,2379.61,completed,TXN-05US983FPD,2023-02-22T05:23:30Z
5121,5121,paypal,1628.17,completed,TXN-DFP5JSM725,2024-12-14T21:54:46Z
5122,5122,gift_card,1333.52,completed,TXN-VII92ZHBPB,2024-04-23T14:31:03Z
5123,5123,credit_card,870.33,completed,TXN-ZA7JOV4K0M,2024-07-10T03:50:02Z
5124,5124,paypal,1776.16,completed,TXN-66WKQMLA2L,2023-09-21T10:11:24Z
5125,5125,credit_card,3564.11,completed,TXN-ZEWCOGPQ9V,2022-12-24T21:21:50Z
5126,5126,apple_pay,180.38,completed,TXN-A4F5C8GHNK,2022-02-17T08:32:52Z
5127,5127,credit_card,3841.69,completed,TXN-ZMRAHAFBW8,2024-11-06T16:22:50Z
5128,5128,paypal,207.1,completed,TXN-E5BKVRUIJ2,2023-10-31T06:48:24Z
5129,5129,credit_card,1698.88,completed,TXN-LOX6J3DSBF,2025-01-01T09:21:52Z
5130,5130,credit_card,89.31,completed,TXN-J5Q8SK4G0L,2024-06-06T15:57:36Z
5131,5131,paypal,1037.5,completed,TXN-7WVZTB8MAI,2022-05-04T02:21:54Z
5132,5132,debit_card,3107.96,completed,TXN-O7UE8WH4U3,2025-01-08T04:16:48Z
5133,5133,credit_card,380.16,completed,TXN-RRIRWU26MF,2023-03-20T07:44:53Z
5134,5134,gift_card,1105.33,failed,TXN-DU586BHE52,
5135,5135,paypal,3649.2,completed,TXN-FX7SL1ZLYX,2023-02-01T00:03:46Z
5136,5136,paypal,816.26,completed,TXN-XA2FC31VFY,2024-09-26T22:01:27Z
5137,5137,credit_card,2968.91,completed,TXN-A27V8CNOJR,2023-12-11T07:49:06Z
5138,5138,credit_card,2204.07,completed,TXN-G1O9NIY8DF,2024-07-08T18:25:43Z
5139,5139,credit_card,1354.56,completed,TXN-TEF5Z0EXIV,2024-10-02T05:04:49Z
5140,5140,credit_card,64.2,completed,TXN-224LPMA85R,2023-04-28T20:06:00Z
5141,5141,debit_card,4223.95,completed,TXN-EAQ37GMX2M,2024-08-02T11:08:20Z
5142,5142,credit_card,4030.96,completed,TXN-JW6ZOQSKTE,2023-08-30T03:17:48Z
5143,5143,paypal,1471.8,completed,TXN-EJ5U4PA5CR,2024-03-08T18:58:36Z
5144,5144,credit_card,953.32,completed,TXN-KKI23OL4AX,2023-12-29T16:54:43Z
5145,5145,credit_card,1601.14,completed,TXN-5E0Q60B83J,2023-03-12T00:48:03Z
5146,5146,paypal,2191.2,completed,TXN-YSXEHT4I34,2023-07-28T06:31:50Z
